(-66.26196193, -76.2256676)
(166.6666667, 92.59259259)
(107.7729094, 98.99494937)
(-75.53067904, -72.9391289)
(-107.2380529, 98.95453501)
(-107.2380529, -98.95958771)
(107.7589903, 98.95453501)
(107.373181, -98.98989847)
(107.856386, 98.95958771)
(14.50245187, 118.112992)
(-40.24530623, -94.81199991)
(-113.3754961, 11.91624481)
(-68.88183437, 73.86672386)
(-111.0094202, 132.2958753)
(99.94299765, 130.3860936)
(384.6153846, 100)
(-500, 95.23809524)
(-107.7589903, -98.99494937)
(101.1293105, 130.3730557)
(68.23013902, 78.48979634)
(107.4383544, 98.99494937)
(113.3745776, 95.13256623)
(101.1394239, 130.268799)
(38.4655814, 154.2770205)
(107.8702925, 98.97474425)
(-45.85304047, 89.99165894)
(100.233253, 130.5295973)
(89.14539927, -53.56395979)
(107.7775487, 98.99494937)
(-500, 93.45794393)
(26.76917547, -115.9500377)
(250, 92.59259259)
(95.0376257, -71.61598776)
(-107.4755786, -98.99494937)
(129.6070834, 55.01494289)
(19.8037683, 161.2887496)
(-555.5555556, 90.90909091)
(100.0429906, 130.503494)
(-1000, 99.00990099)
(-107.1727577, -99.01515036)
(100.5344043, 130.2427478)
(25.38931368, 160.3018177)
(100.5344043, 130.3860936)
(-117.5349125, 18.61570134)
(100.8465445, 130.5295973)
(77.73508676, -67.57407999)
(56.64245964, 87.22173907)
(99.92301105, 130.3730557)
(-107.4988372, 98.99494937)
(111.0960708, -42.645786)
(-107.8656572, 98.96969233)
(-53.51975816, 100.6560256)
(107.7032961, 99.02524931)
(100.3235035, 130.3991329)
(-107.1540946, 99.03534723)
(-107.7032961, 99.0403958)
(100.233253, 130.2427478)
(100.8364603, 130.503494)
(117.3777121, -24.9494029)
(112.7631145, -41.0424172)
